A20-102 A40,A20-104 A31,A20-87 A1,A20-87 A12,A20-90 A1,A20-97 A1,A20-95 A1,A20-49 A10,A20-35 A11,A20-39 A26
48,94,130,166,218,262,310,328,346,363
